1	98	81493
2	863	53765
3	1729	79142
4	11	6618
5	7	11599
6	16	16967
7	44	54813
8	867	54154
9	15	15617
10	24	24754
11	35	37288
12	864	40352
13	7360	67842
14	12428	121505
15	1710	88194
16	80	81623
17	12	10586
18	896	90254
19	14	10637
20	857	30917
21	18	15510
22	10	13148
23	32	36551
24	12	19561
25	43	58836
26	4	2651
27	17	19702
28	4069	52134
29	15827	176196
30	187	29881
31	21	21981
32	40	37723
33	1	2654
34	13	19395
35	15	18694
36	4	2621
37	18	19453
38	10	11812
39	7	6556
40	14134	164418
41	16	14498
42	2481	30604
43	9261	114214
44	5	6570
45	15	19570
46	23	28892
47	29	4356
48	40	33006
49	840	23314
50	18	20832
51	39	41989
52	843	12985
53	23	24182
54	20	19526
55	3	6331
56	12	9138
57	5	7781
58	2	3963
59	826	17979
60	3	2657
61	7	5205
62	9	6476
63	3	2608
64	4	4568
65	2	3863
66	3	2582
67	1675	15237
68	6	7849
69	7	9225
70	9	8993
71	2	2550
72	2	2628
73	17	11641
74	0	2617
75	3	1309
76	2	2713
77	5	2600
