1	15827	176196
2	14134	164418
3	12428	121505
4	9261	114214
5	896	90254
6	1710	88194
7	80	81623
8	98	81493
9	1729	79142
10	7360	67842
11	43	58836
12	44	54813
13	867	54154
14	863	53765
15	4069	52134
16	39	41989
17	864	40352
18	40	37723
19	35	37288
20	32	36551
21	40	33006
22	857	30917
23	2481	30604
24	187	29881
25	23	28892
26	24	24754
27	23	24182
28	840	23314
29	21	21981
30	18	20832
31	17	19702
32	15	19570
33	12	19561
34	20	19526
35	18	19453
36	13	19395
37	15	18694
38	826	17979
39	16	16967
40	15	15617
41	18	15510
42	1675	15237
43	16	14498
44	10	13148
45	843	12985
46	10	11812
47	17	11641
48	7	11599
49	14	10637
50	12	10586
51	7	9225
52	12	9138
53	9	8993
54	6	7849
55	5	7781
56	11	6618
57	5	6570
58	7	6556
59	9	6476
60	3	6331
61	7	5205
62	4	4568
63	29	4356
64	2	3963
65	2	3863
66	2	2713
67	3	2657
68	1	2654
69	4	2651
70	2	2628
71	4	2621
72	0	2617
73	3	2608
74	5	2600
75	3	2582
76	2	2550
77	3	1309
