Age grp 0-9	0	380
Age grp 10-19	2	2276
Age grp 20-29	8	8898
Age grp 30-39	25	20298
Age grp 40-49	20	26733
Age grp 50-59	23	19608
Age grp 60-69	5	8103
Age grp 70-79	2	1895
Age grp 80-89	1	266
Age grp 90-99	0	0
