Week 1	1	7050
Week 2	8	6532
Week 3	16	9201
Week 4	7	8925
Week 5	15	7603
Week 6	4	9469
Week 7	10	10490
Week 8	8	9946
Week 9	7	7164
Week 10	9	7436
Week 11	1	4641
