1	2	1090
2	2	2974
3	1	2616
4	8	4435
5	3	843
6	0	2034
7	0	809
8	1	2028
9	0	328
10	3	2951
11	0	360
12	5	2303
13	0	973
14	1	1015
15	2	1782
16	0	1048
17	6	4425
18	0	207
19	0	432
20	0	267
21	3	4008
22	3	3485
23	2	3084
24	4	1885
25	7	2524
26	0	642
27	2	2392
28	1	851
29	0	712
30	1	1104
31	1	771
32	2	1314
33	1	380
34	3	4392
35	0	1534
36	2	3274
37	2	926
38	0	1038
39	0	137
40	0	1354
41	1	1044
42	0	1508
43	2	1573
44	0	451
45	0	1224
46	0	1053
47	0	142
48	1	359
49	1	1127
50	0	614
51	0	134
52	0	603
53	0	528
54	2	1744
55	1	365
56	0	129
57	2	1093
58	2	601
59	0	138
60	0	148
61	0	238
62	0	142
63	0	366
64	0	423
65	2	569
66	0	486
67	0	624
68	1	463
69	1	614
70	0	157
71	0	228
72	1	127
73	1	139
74	0	146
75	0	202
76	0	156
77	0	72
