1	8	4435
2	6	4425
3	3	4392
4	3	4008
5	3	3485
6	2	3274
7	2	3084
8	2	2974
9	3	2951
10	1	2616
11	7	2524
12	2	2392
13	5	2303
14	0	2034
15	1	2028
16	4	1885
17	2	1782
18	2	1744
19	2	1573
20	0	1534
21	0	1508
22	0	1354
23	2	1314
24	0	1224
25	1	1127
26	1	1104
27	2	1093
28	2	1090
29	0	1053
30	0	1048
31	1	1044
32	0	1038
33	1	1015
34	0	973
35	2	926
36	1	851
37	3	843
38	0	809
39	1	771
40	0	712
41	0	642
42	0	624
43	0	614
44	1	614
45	0	603
46	2	601
47	2	569
48	0	528
49	0	486
50	1	463
51	0	451
52	0	432
53	0	423
54	1	380
55	0	366
56	1	365
57	0	360
58	1	359
59	0	328
60	0	267
61	0	238
62	0	228
63	0	207
64	0	202
65	0	157
66	0	156
67	0	148
68	0	146
69	0	142
70	0	142
71	1	139
72	0	138
73	0	137
74	0	134
75	0	129
76	1	127
77	0	72
