1	565	586636
2	4017	367659
3	7730	535979
4	49	47161
5	83	84114
6	109	122415
7	367	393638
8	4015	367094
9	110	112392
10	167	178213
11	252	272088
12	3947	272693
13	33393	339066
14	55983	621162
15	8032	600029
16	539	583630
17	72	75316
18	4261	628392
19	58	74900
20	3818	206996
21	94	112652
22	90	93686
23	256	263958
24	119	141099
25	407	422979
26	23	18903
27	117	140788
28	18511	291520
29	70987	943441
30	927	211933
31	173	159982
32	284	272183
33	17	18536
34	126	140586
35	129	132256
36	18	18864
37	134	140722
38	80	83909
39	50	47165
40	63426	897332
41	129	103847
42	11336	170182
43	41177	631516
44	34	47241
45	150	141048
46	184	206910
47	151	30466
48	267	238004
49	3933	149742
50	158	150784
51	295	299981
52	3730	75533
53	170	169903
54	141	140699
55	39	46635
56	61	65302
57	53	56539
58	29	28485
59	3774	112885
60	17	18698
61	49	39242
62	51	47005
63	24	18960
64	34	32678
65	21	28344
66	18	18828
67	7518	75430
68	57	56416
69	70	65947
70	62	65659
71	21	20191
72	17	18906
73	95	84450
74	19	18768
75	9	9389
76	20	18700
77	21	18568
